index,anio,Mes,Dia,location_dist
1000,2021,8,27,4.0
1001,2021,8,28,0.0
1002,2021,8,29,2.08
1003,2021,8,30,9.25
1004,2021,8,31,25.76
1005,2021,9,1,11752.47
1006,2021,9,2,10476.92
1007,2021,9,3,11135.58
1008,2021,9,4,9219.91
1009,2021,9,5,7431.16
1010,2021,9,6,10804.91
1011,2021,9,7,9025.23
1012,2021,9,8,13534.27
1013,2021,9,9,14447.58
1014,2021,9,10,14192.24
1015,2021,9,11,9118.86
1016,2021,9,12,7795.73
1017,2021,9,13,13696.08
1018,2021,9,14,15048.85
1019,2021,9,15,13328.26
1020,2021,9,16,5787.64
1021,2021,9,17,10098.79
1022,2021,9,18,8200.39
1023,2021,9,19,7213.09
1024,2021,9,20,13652.25
1025,2021,9,21,15201.07
1026,2021,9,22,15179.16
1027,2021,9,23,14779.08
1028,2021,9,24,14840.5
1029,2021,9,25,9018.57
1030,2021,9,26,8577.71
1031,2021,9,27,13705.05
1032,2021,9,28,15734.97
1033,2021,9,29,15659.37
1034,2021,9,30,14283.28
1035,2021,10,1,13400.93
1036,2021,10,2,10207.96
1037,2021,10,3,7856.28
1038,2021,10,4,14629.63
1039,2021,10,5,13328.24
1040,2021,10,6,14080.2
1041,2021,10,7,15096.33
1042,2021,10,8,15261.57
1043,2021,10,9,9929.66
1044,2021,10,10,9332.89
1045,2021,10,11,15446.79
1046,2021,10,12,16344.43
1047,2021,10,13,16865.72
1048,2021,10,14,16069.17
1049,2021,10,15,16209.62
1050,2021,10,16,10102.34
1051,2021,10,17,8557.77
1052,2021,10,18,15631.07
1053,2021,10,19,17014.63
1054,2021,10,20,17173.85
1055,2021,10,21,15878.13
1056,2021,10,22,15507.27
1057,2021,10,23,10136.99
1058,2021,10,24,8788.46
1059,2021,10,25,16297.53
1060,2021,10,26,17140.3
1061,2021,10,27,17498.54
1062,2021,10,28,15808.52
1063,2021,10,29,16788.67
1064,2021,10,30,10284.75
1065,2021,10,31,10046.58
1066,2021,11,1,14102.1
1067,2021,11,2,12126.23
1068,2021,11,3,18231.44
1069,2021,11,4,17329.06
1070,2021,11,5,17259.43
1071,2021,11,6,10290.38
1072,2021,11,7,9364.62
1073,2021,11,8,16462.58
1074,2021,11,9,18293.41
1075,2021,11,10,18250.12
1076,2021,11,11,17907.62
1077,2021,11,12,17853.78
1078,2021,11,13,9933.34
1079,2021,11,14,9108.09
1080,2021,11,15,9172.89
1081,2021,11,16,17410.65
1082,2021,11,17,17842.09
1083,2021,11,18,17616.76
1084,2021,11,19,17134.91
1085,2021,11,20,11073.03
1086,2021,11,21,9933.45
1087,2021,11,22,16760.05
1088,2021,11,23,17970.41
1089,2021,11,24,18116.84
1090,2021,11,25,17904.25
1091,2021,11,26,17738.34
1092,2021,11,27,10469.69
1093,2021,11,28,9898.83
1094,2021,11,29,17267.8
1095,2021,11,30,18088.8
1096,2021,12,1,39172.75
1097,2021,12,2,38110.8
1098,2021,12,3,36415.45
1099,2021,12,4,21893.73
1100,2021,12,5,20660.98
1101,2021,12,6,36192.59
1102,2021,12,7,38940.01
1103,2021,12,8,40162.65
1104,2021,12,9,38177.38
1105,2021,12,10,36992.68
1106,2021,12,11,22855.56
1107,2021,12,12,20731.32
1108,2021,12,13,35550.59
1109,2021,12,14,38205.8
1110,2021,12,15,38709.06
1111,2021,12,16,38817.73
1112,2021,12,17,36971.52
1113,2021,12,18,21832.88
1114,2021,12,19,19534.42
1115,2021,12,20,31278.29
1116,2021,12,21,32726.99
1117,2021,12,22,31997.76
1118,2021,12,23,28767.84
1119,2021,12,24,17300.48
1120,2021,12,25,8054.24
1121,2021,12,26,14281.0
1122,2021,12,27,24026.7
1123,2021,12,28,25802.95
1124,2021,12,29,25044.66
1125,2021,12,30,23488.52
1126,2021,12,31,17158.14
